year,faculty,plan_code,plan_code_raw,programme_code,dept_code,degree_name,degree_abbrev,specialisation,variant,source_page,notes
2025,COM,CB001ACC03,,CB001,ACC03,Bachelor of Commerce,BCom,Financial Accounting: Accounting with Law,regular,88,"NO NEW INTAKE FOR 2025 - this programme will not be offered in the future. | *See section ""Entrance to the Legal Profession"" elsewhere in this Handbook. | ** Places on the Law Courses in the 2nd and third year are limited. To be eligible for consideration | for a possible (but not guaranteed) place, students wishing to apply to take Law courses in 2nd | and 3rd year need to fulfil all the requirements set out in the promotion rules. | The pre-requisites for registering for the PVL courses are receipt of confirmation of place on those | courses and fulfilment of all the requirements set out in the promotion rules. | Bachelor of Commerce specialising in INFORMATION SYSTEMS"
2025,COM,CB001INF01,,CB001,INF01,Bachelor of Commerce,BCom,Information Systems,regular,89,Elective 2 Plus 1 approved course*** ............................................................ | Elective 3 Plus 1 approved course*** ............................................................ | *Students who wish to keep the option of a dual Information Systems and Computer Science major | open are requested to register for CB001INF06 and complete CSC1015F and CSC1016S in first year. | **Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | ***Approved courses are below. A 2nd year elective can be NQF level 5 or 6. A 3rd year elective can | only be NQF level 6. | Course NQF Level | BUS1007S: Introduction to Organisational Psychology 5 | MAM1012S: Mathematics 1012 5 | POL1004F: Introduction to Politics 5 | PHI1025S: Critical Thinking 5 | BUS2024F: Psychology of Human Resource Management 6 | BUS2023S: Organisational Behaviour 6 | CML2001F: Company Law 6 | CML2005F: Labour Law 6 | ECO2003F: Microeconomics II 6 | ECO2004S: Macroeconomics II 6 | ECO2007S: Co-operation and Competition 6 | FTX2000S: Personal Finance Management 6 | FTX2020F: Business Finance 6 | PHI2037S: Applied Ethics 6 | STA2020F/S: Applied Statistics 6 | 6 | Bachelor of Commerce specialising in INFORMATION SYSTEMS AND COMPUTER | SCIENCE
2025,COM,CB001INF06,,CB001,INF06,Bachelor of Commerce,BCom,Information Systems and Computer Science,regular,91,Students who fail STA1000S are recommended to register for STA1000P (subject to approval by the | Statistics Department). | Bachelor of Commerce specialising in INFORMATION SYSTEMS AND FINANCE
2025,COM,CB001INF11,,CB001,INF11,Bachelor of Commerce,BCom,Information Systems and Finance,regular,92,"*Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | **Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | ***Students who fail STA1000S are recommended to register for STA1000P (subject to approval by | the Statistics Department). | Bachelor of Commerce specialising in PHILOSOPHY, POLITICS & ECONOMICS"
2025,COM,CB001PHI03,,CB001,PHI03,Bachelor of Commerce,BCom,"Philosophy, Politics & Economics",regular,93,"OR 1 NQF Level 7 course from .................................................... | Any PHI NQF Level 6 course ......................................................... | Any POL NQF Level 6 course ........................................................ | Any POL NQF Level 7 course ........................................................ | Any PHI NQF Level 7 course ......................................................... | Any ECO NQF Level 7 course........................................................ | Or NQF level 6 or 7 courses ......................................................... | * Students who wish to study towards an honours degree in Economics must complete ECO3021S. | ** Students who wish to study towards an honours degree in Philosophy, Politics and Economics | must do at least two first year courses in the discipline which they do not take up to the third year | level. | Bachelor of Commerce specialising in ECONOMICS AND FINANCE"
2025,COM,CB001ECO02,,CB001,ECO02,Bachelor of Commerce,BCom,Economics and Finance,regular,94,"*Students wishing to register for MAM2000W after completing MAM1010F/S and MAM1012F/S | must obtain permission from the convener of MAM2000W. See the MAM2000W handbook entry for | further details. | **BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | Bachelor of Commerce specialising in ECONOMICS AND STATISTICS"
2025,COM,CB001ECO04,,CB001,ECO04,Bachelor of Commerce,BCom,Economics and Statistics,regular,95,"* STA1006S is compulsory for students following the Mathematical Statistics option in the second | and subsequent year. | ** Required for students who wish to pursue an honours degree in statistics. | *** BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | **** Strongly recommended for students who wish to pursue an honours degree in statistics. | OR Applied Statistics Option ....................................................... | Bachelor of Commerce specialising in ECONOMICS with LAW"
2025,COM,CB001ECO03,,CB001,ECO03,Bachelor of Commerce,BCom,Economics with Law,regular,96,"* Places on the Law Courses in the 2nd and 3rd year are limited. To be eligible for consideration for | a possible (but not guaranteed) place, students wishing to apply to take Law courses in 2nd and 3rd | year need to fulfil all the requirements set out in Promotion Rule FBA16.1. | Bachelor of Commerce specialising in MANAGEMENT STUDIES"
2025,COM,CB001BUS06,,CB001,BUS06,Bachelor of Commerce,BCom,Management Studies,regular,97,"Notes on core courses and electives: |  Depending on the individual student’s interest and abilities, students can follow one or | more specialised disciplines within the programme structure. The list of pre-approved | electives available to students appears below, however students wishing to take electives | that do not appear on the list below should request permission to take these courses from | the programme convener. |  All normal course prerequisite rules apply. |  All normal course equivalents apply as per the Commerce Faculty undergraduate handbook |  Students wishing to be eligible for Honours in a particular discipline need to ensure that | they register for the appropriate courses in that discipline. |  The guide below assists students in choosing electives if they are interested in eligibility to | apply for Honours in a particular discipline commonly taken by students on the degree | programme (note that students must achieve the required marks as per the entrance | requirements described in the postgraduate handbook): | Economics: | ECO2007S OR ECO2008S, plus ECO3020F, ECO3021S plus another ECO course at 3rd | year level | Finance and Tax: | MAM1012S, FTX2024F/S, STA2020F/S, FTX3044F, FTX3045S | Information Systems: | BUS2033S, INF1003F INF2008F, INF2009F, INF2010S and INF2011S plus | INF3003W, INF3014F and INF3012S OR INF3011F, INF3012S and INF3014F | Marketing: | MAM1012S, BUS2010F/S, STA2020F/S, BUS3041F, BUS3043S, BUS3008W, | STA3022F | Organisational Psychology: | PSY1004F, PSY1005S, BUS1007S, BUS2024F, BUS2023S, BUS3003F, BUS3004S | Statistical Sciences: | MAM1012S, STA2020F and STA2030S, STA3030F, STA3036S (STA3022F optional) | Additional information: |  BUS3039 is not available to students who wish to pursue an Honours degree in | Organisational Psychology. These students must take an alternative course at 3rd year | level. Students may not register for both BUS2023S and BUS3039 within the degree | programme. |  Places on the Law Courses in the 2nd and third year are limited. To be eligible for | consideration for a possible (but not guaranteed) place, students wishing to apply to take | Law courses in 2nd and 3rd year need to fulfil all the requirements as set out in Promotion | Rule FBA16. |  Students may not register for PHI1025F as an elective if they have already completed | BUS1036F/S | 1st year level electives: | BUS1004F Introduction to Strategy and Marketing | BUS1007S Introduction to Organisational Psychology | CSC1016S Computer Science 1016 | EGS1007S Human and Physical Systems | GEO1009F Introduction to Earth and Environmental Sciences | INF1003F Commercial Programming | MAM1012S Mathematics 1012 | PHI1024F Introduction to Philosophy | PHI1026F Critical Foundations | PHI1010S Ethics | POL1004F Introduction to Politics | POL1005S Introduction to Politics B | PSY1004F Introduction to Psychology (Part 1) (only with permission from the HOD) | PSY1005S Introduction to Psychology (Part 2) (only with permission from the HOD) | 2nd year level electives: | BUS2023S Organisational Behaviour (may not be taken with BUS3039) | BUS2024F Psychology of Human Resource Management | CML2001F Company Law | CSC2001F Computer Science 2001 | CSC2002S Computer Science 2002 | ECO2003F Microeconomics 2 | ECO2004S Macroeconomics 2 | ECO2007S Co-operation and Competition | ECO2008S Development Economics | EGS2013F The Physical Environment | EGS2014S Contemporary Urban Challenges | END1019L Social Infrastructures: Engaging with Community for Change | INF2004F Information Technology in Business | INF2009F Systems Analysis | INF2010S IT Architecture | INF2011S Systems Design & Development | PHI2012F Philosophy of Psychology and Mind | PHI2037F Applied Ethics | PHI2042F Political Philosophy | PHI2044F Philosophy of Mathematics | PHI2016S Philosophy of Art and Literature | PHI2040S Philosophy of Science | PHI2041S Great Philosophers | POL2038F Comparative Politics | POL2002S Political Theory | POL2036F Introductory Political Economy | POL2039F The Politics of International Economic Relations | PSY2013F Social and Developmental Psychology | PSY2014S Cognitive Neuroscience and Abnormal Psychology | PSY2015F Research Methods I | PSY2003S Social Psychology and Intergroup Relations | PSY2010S Cognition and Neuroscience | PVL1003W Foundations of South African Law | PVL1008H Law of Persons and Family (formerly PVL1008S) | PVL1004F South African Private Law: System and Context | STA2020F/S Business Statistics | STA2030S Theory of Statistics | 3rd year level electives: | BUS3041F Marketing IIA | BUS3003F Research Design in Organisational Psychology | BUS3008W Research in Marketing | BUS3038S Introduction to Project Management | BUS3043S Marketing IIB | BUS3004S Research Data Analysis in Organisational Psychology | CSC3002F Computer Science 3002 | CSC3003S Computer Science 3003 | ECO3024F International Trade and Finance | ECO3020F Advanced Macro & Microeconomics | ECO3009F Natural Resource Economics | ECO3016F History of Economic Thought | ECO3021S Quantitative Methods in Economics | ECO3022S Advanced Labour Economics | ECO3023S Public Sector Economics | ECO3025S Applied International Trade Bargaining | EGS3012S Atmospheric Science | EGS3023F Anthropocene Environments in Perspective | EGS3021F Sustainability and the Environment | EGS3022S Geographic Thought | FTX3044F Investment Management A | FTX3045S Investment Management B | INF3014F Electronic Commerce | INF3003W Systems Development Project I | INF3012S BPM & Enterprise Systems | PBL2000W Constitutional Law | PHI3023F Logic and Language | PHI3024S Metaphysics and Epistemology | POL3030F Conflict in World Politics | POL3013S SA Political Thought | POL3029S Third World Politics | POL3046S South African Political Thought | PSY3005F Critical Psychology | PSY3008F Health Psychology | PSY3011S Clinical Psychology II | PSY3007S Research Methods in Psychology II | PSY3010S Introduction to Clinical Neuropsychology | PVL2002H Law of Property | PVL2003H Law of Succession | STA3022F Research and Survey Statistics | STA3030F Inferential Statistics | STA3036S Operational Research Techniques | Bachelor of Commerce in ACTUARIAL SCIENCE"
2025,COM,CB026BUS01,,CB026,BUS01,Bachelor of Commerce,BCom,Actuarial Science,augmented,101,"*MAM2010F and MAM2011F are compulsory courses. Students may choose 2 courses from | MAM2012S, MAM2013S or MAM2014S. | Bachelor of Commerce in ACTUARIAL SCIENCE specialising in QUANTITATIVE | FINANCE"
2025,COM,CB026BUS09,,CB026,BUS09,Bachelor of Commerce,BCom,Actuarial Science: Quantitative Finance,augmented,102,"*MAM2010F and MAM2011F are compulsory courses. Students may choose 2 courses from | MAM2012S, MAM2013S or MAM2014S. | Bachelor of Commerce specialising in FINANCIAL ACCOUNTING: GENERAL | ACCOUNTING"
2025,COM,CB023ACC08,,CB023,ACC08,Bachelor of Commerce,BCom,Financial Accounting: General Accounting,augmented,103,*Students who registered prior to 2024 are required to complete CML1004S in year 2 | Bachelor of Commerce specialising in FINANCIAL ACCOUNTING: CHARTERED | ACCOUNTANT
2025,COM,CB023ACC04,,CB023,ACC04,Bachelor of Commerce,BCom,Financial Accounting: Chartered Accountant,augmented,103,"*Students who registered prior to 2024 are required to complete CML1004S in year 2. | Bachelor of Commerce specialising in PHILOSOPHY, POLITICS & ECONOMICS"
2025,COM,CB023PHI03,,CB023,PHI03,Bachelor of Commerce,BCom,"Philosophy, Politics & Economics",augmented,104,"OR 1 NQF Level 7 course from:................................................... | Any PHI NQF Level 6 course ......................................................... | Any POL NQF Level 6 course ........................................................ | Any POL NQF Level 7 course ........................................................ | Any PHI NQF Level 7 course ......................................................... | Any ECO NQF Level 7 course ........................................................ | OR NQF Level 6 or 7 course ........................................................ | * Students who wish to study towards an Honours degree in Economics must complete ECO3021S. | ** Students who wish to study towards an Honours degree in Philosophy, Politics and Economics | must do at least two first year courses in the discipline which they do not take up to the third year | level. | (i) CB001 readmission rules apply to CB023, however if a student fails 2 courses in the first | semester of the first year, their registration will be changed to the extended version. | Bachelor of Commerce specialising in ECONOMICS AND FINANCE"
2025,COM,CB023ECO02,,CB023,ECO02,Bachelor of Commerce,BCom,Economics and Finance,augmented,106,"* Students wishing to register for MAM2000W after completing MAM1010F/S and MAM1012F/S | must obtain permission from the convener of MAM2000W. See the MAM2000W handbook entry | for further details. | ** BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | Bachelor of Commerce specialising in ECONOMICS AND STATISTICS"
2025,COM,CB023ECO04,,CB023,ECO04,Bachelor of Commerce,BCom,Economics and Statistics,augmented,107,"* STA1106H is compulsory for students following the Mathematical Statistics option in the second | and subsequent year. | Mathematical Statistics Option .................................................... | OR Applied Statistics .................................................................... | ** BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | *** Required for students who wish to pursue an honours degree in statistics. | **** Strongly recommended for students who wish to pursue an honours degree in statistics. | Plus 1 NQF level 7 | Bachelor of Commerce specialising in ECONOMICS with LAW"
2025,COM,CB023ECO03,,CB023,ECO03,Bachelor of Commerce,BCom,Economics with Law,augmented,108,"* Places on the Law Courses in the 2nd and third year are limited. To be eligible for consideration for | a possible (but not guaranteed) place, students wishing to apply to take Law courses in 2nd and 3rd | year need to fulfil all the requirements set out in Promotion Rule FBA16.1 | Bachelor of Commerce specialising in INFORMATION SYSTEMS"
2025,COM,CB023INF01,,CB023,INF01,Bachelor of Commerce,BCom,Information Systems,augmented,109,* Students who wish to keep the option of a dual Information Systems and Computer Science major | open are requested to register for CB001INF06 and complete CSC1015F and CSC1016S in first year | ** Students who complete CSC1015F can complete CSC1016S in the first year in substitution for | INF1003F in second year. | ***Approved courses are below. A 2nd year elective can be NQF level 5 or 6. A 3rd year elective | can only be NQF level 6. | Course NQF Level | BUS1007S: Introduction to Organisational Psychology 5 | MAM1012S: Mathematics 1012 5 | POL1004F: Introduction to Politics 5 | PHI1025S: Critical Thinking 5 | BUS2024F: Psychology of Human Resource Management 6 | BUS2023S: Organisational Behaviour 6 | CML2001F: Company Law 6 | CML2005F: Labour Law 6 | ECO2003F: Microeconomics II 6 | ECO2004S: Macroeconomics II 6 | ECO2007S: Co-operation and Competition 6 | FTX2000S: Personal Finance Management 6 | FTX2020F: Business Finance 6 | PHI2037S: Applied Ethics 6 | STA2020F/S: Applied Statistics 6 | 6 | Bachelor of Commerce specialising in INFORMATION SYSTEMS AND COMPUTER | SCIENCE
2025,COM,CB023INF06,,CB023,INF06,Bachelor of Commerce,BCom,Information Systems and Computer Science,augmented,110,Bachelor of Commerce specialising in INFORMATION SYSTEMS AND FINANCE
2025,COM,CB023INF11,,CB023,INF11,Bachelor of Commerce,BCom,Information Systems and Finance,augmented,111,*Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | **Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | ***Students who fail STA1000S are recommended to register for STA1000P (subject to approval by | the Statistics Department). | Bachelor of Commerce specialising in MANAGEMENT STUDIES
2025,COM,CB023BUS06,,CB023,BUS06,Bachelor of Commerce,BCom,Management Studies,augmented,112,"Notes on core courses and electives: |  Depending on the individual student’s interest and abilities, students can follow one or | more specialised disciplines within the programme structure. The list of pre-approved | electives available to students appears below, however students wishing to take electives | that do not appear on the list below should request permission to take these courses from | the programme convener. |  All normal course prerequisite rules apply. |  All normal course equivalents apply as per the Commerce Faculty undergraduate | handbook. |  Students wishing to be eligible for Honours in a particular discipline need to ensure that | they register for the appropriate courses in that discipline. |  The guide below assists students in choosing electives if they are interested in eligibility | to apply for Honours in a particular discipline commonly taken by students on the degree | programme (note that students must achieve the required marks as per the entrance | requirements described in the postgraduate handbook): | Economics: | ECO2007S OR ECO2008S, plus ECO3020F, ECO3021S plus another ECO course at 3rd year level | Finance and Tax: | MAM1012S, FTX2024F/S, STA2020F/S, FTX3044F, FTX3045S | Information Systems: | BUS2033S, INF1003F INF2008F, INF2009F, INF2010S and INF2011S plus INF3003W, INF3014F | and INF3012S OR INF3011F, INF3012S and INF3014F | Marketing: | MAM1012S, BUS2010F/S, STA2020F/S, BUS3041F, BUS3043S, BUS3008W, STA3022F | Organisational Psychology: | PSY1004F, PSY1005S, BUS1007S, BUS2024F, BUS2023S, BUS3003F, BUS3004S | Statistical Sciences: | MAM1012S, STA2020F and STA2030S, STA3030F, STA3036S (STA3022F optional) | Additional information: |  BUS3039 is not available to students who wish to pursue an Honours degree in | Organisational Psychology. These students must take an alternative course at 3rd year | level. Students may not register for both BUS2023S and BUS3039 within the degree | programme. |  Places on the Law Courses in the 2nd and third year are limited. To be eligible for | consideration for a possible (but not guaranteed) place, students wishing to apply to take | Law courses in 2nd and 3rd year need to fulfil all the requirements as set out in Promotion | Rule FBA16. |  Students may not register for PHI1025F as an elective if they have already completed | BUS1036F/S | 1st year level electives: | BUS1004F Introduction to Strategy and Marketing | BUS1007S Introduction to Organisational Psychology | CSC1016S Computer Science 1016 | EGS1007S Human and Physical Systems | GEO1009FIntroduction to Earth and Environmental Sciences | INF1003F Commercial Programming | MAM1012S Mathematics 1012 | PHI1024F Introduction to Philosophy | PHI1026F Critical Foundations | PHI1010S Ethics | POL1004F Introduction to Politics | POL1005S Introduction to Politics B | PSY1004F Introduction to Psychology (Part 1) (only with permission from the HOD) | PSY1005S Introduction to Psychology (Part 2) (only with permission from the HOD) | 2nd year level electives: | BUS2023S Organisational Behaviour (may not be taken with BUS3039) | BUS2024F Psychology of Human Resource Management | CML2001FCompany Law | CSC2001F Computer Science 2001 | CSC2002S Computer Science 2002 | ECO2003F Microeconomics 2 | ECO2004S Macroeconomics 2 | ECO2007S Co-operation and Competition | ECO2008S Development Economics | EGS2013F The Physical Environment | EGS2014S Contemporary Urban Challenges | END1019LSocial Infrastructures: Engaging with Community for Change | INF2004F Information Technology in Business | INF2009F Systems Analysis | INF2010S IT Architecture | INF2011S Systems Design & Development | PHI2012F Philosophy of Psychology and Mind | PHI2037F Applied Ethics | PHI2042F Political Philosophy | PHI2044F Philosophy of Mathematics | PHI2016S Philosophy of Art and Literature | PHI2040S Philosophy of Science | PHI2041S Great Philosophers | POL2038F Comparative Politics | POL2002S Political Theory | POL2036F Introductory Political Economy | POL2039F The Politics of International Economic Relations | PSY2013F Social and Developmental Psychology | PSY2014S Cognitive Neuroscience and Abnormal Psychology | PSY2015F Research Methods I | PSY2003S Social Psychology and Intergroup Relations | PSY2010S Cognition and Neuroscience | PVL1003WFoundations of South African Law | PVL1008H Law of Persons and Family (formerly PVL1008S) | PVL1004F South African Private Law: System and Context | STA2020F/S Business Statistics | STA2030S Theory of Statistics | 3rd year level electives: | BUS3041F Marketing IIA | BUS3003F Research Design in Organisational Psychology | BUS3008W Research in Marketing | BUS3038S Introduction to Project Management | BUS3043S Marketing IIB | BUS3004S Research Data Analysis in Organisational Psychology | CSC3002F Computer Science 3002 | CSC3003S Computer Science 3003 | ECO3024F International Trade and Finance | ECO3020F Advanced Macro & Microeconomics | ECO3009F Natural Resource Economics | ECO3016F History of Economic Thought | ECO3021S Quantitative Methods in Economics | ECO3022S Advanced Labour Economics | ECO3023S Public Sector Economics | ECO3025S Applied International Trade Bargaining | EGS3012S Atmospheric Science | EGS3023F Anthropocene Environments in Perspective | EGS3021F Sustainability and the Environment | EGS3022S Geographic Thought | FTX3044F Investment Management A | FTX3045S Investment Management B | INF3014F Electronic Commerce | INF3003W Systems Development Project I | INF3012S BPM & Enterprise Systems | PBL2000WConstitutional Law | PHI3023F Logic and Language | PHI3024S Metaphysics and Epistemology | POL3030F Conflict in World Politics | POL3013S SA Political Thought | POL3029S Third World Politics | POL3046S South African Political Thought | PSY3005F Critical Psychology | PSY3008F Health Psychology | PSY3011S Clinical Psychology II | PSY3007S Research Methods in Psychology II | PSY3010S Introduction to Clinical Neuropsychology | PVL2002HLaw of Property | PVL2003HLaw of Succession | STA3022F Research and Survey Statistics | STA3030F Inferential Statistics | STA3036S Operational Research Techniques | Bachelor of Commerce in ACTUARIAL SCIENCE"
2025,COM,CB020BUS01,,CB020,BUS01,Bachelor of Commerce,BCom,Actuarial Science,extended,115,"*MAM2010F and MAM2011F are compulsory courses. Students may chose 2 courses from | MAM2012S, MAM2013S or MAM2014S. | Bachelor of Commerce 4 Year AD in ACTUARIAL SCIENCE specialising in | QUANTITATIVE FINANCE"
2025,COM,CB020BUS09,,CB020,BUS09,Bachelor of Commerce,BCom,Actuarial Science: Quantitative Finance,extended,116,"The programme is most beneficial to students who are working in a tax environment while | undertaking this programme. | *MAM2010F and MAM2011F are compulsory courses. Students may choose 2 courses from | MAM2012S, MAM2013S or MAM2014S. | Bachelor of Commerce specialising in FINANCIAL ACCOUNTING: GENERAL | ACCOUNTING"
2025,COM,CB011ACC08,,CB011,ACC08,Bachelor of Commerce,BCom,Financial Accounting: General Accounting,extended,118,*Students who registered prior to 2024 are required to complete CML1004S in year 2 | Bachelor of Commerce specialising in FINANCIAL ACCOUNTING: CHARTERED | ACCOUNTANT
2025,COM,CB011ACC04,,CB011,ACC04,Bachelor of Commerce,BCom,Financial Accounting: Chartered Accountant,extended,119,"*Students who registered prior to 2024 are required to complete CML1004S in year 2. | **This course is a recommendation for students to continue with the accounting discipline in each | year. It is replaced by repeating ACC2012W if it has been failed. | **May be completed in the 4th year instead. | Bachelor of Commerce specialising in PHILOSOPHY, POLITICS & ECONOMICS"
2025,COM,CB011PHI03,,CB011,PHI03,Bachelor of Commerce,BCom,"Philosophy, Politics & Economics",extended,120,"OR 2 NQF Level 6 courses from ................................................. | NQF Level 7 ECO course* ........................................................ 18 7 | OR 1 NQF Level 6 Course from: ................................................ | Any POL NQF Level 6 course ........................................................ | Any PHI NQF Level 6 course ........................................................ | Any POL NQF Level 7 course ........................................................ | Any PHI NQF Level 7 course ......................................................... | Any ECO NQF Level 7 course ........................................................ | OR NQF Level 6 or 7 course ........................................................ | *Students who wish to study towards an Honours degree in Economics must complete ECO3021S. | **Students who wish to study towards an Honours degree in Philosophy, Politics and Economics must | do at least two first year courses in the discipline which they do not take up to the third year level. | Bachelor of Commerce 4 Year AD specialising in ECONOMICS AND FINANCE"
2025,COM,CB011ECO02,,CB011,ECO02,Bachelor of Commerce,BCom,Economics and Finance,extended,121,"*Students wishing to register for MAM2000W after completing MAM1010F/S and MAM1012F/S | must obtain permission from the convener of MAM2000W. See the MAM2000W handbook entry | for further details. | **BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | Bachelor of Commerce 4 Year AD specialising in ECONOMICS AND STATISTICS"
2025,COM,CB011ECO04,,CB011,ECO04,Bachelor of Commerce,BCom,Economics and Statistics,extended,122,"*** Required for students who wish to pursue an honours degree in statistics. | **** Strongly recommended for students who wish to pursue an honours degree in statistics. | *STA1006S is compulsory for students following the Mathematical Statistics option in the second | and subsequent years. | ** BUS2033 is usually offered to 3rd year students. If 2nd year, then only 2nd semester is permitted. | *** Required for students who wish to pursue an honours degree in statistics. | **** Strongly recommended for students who wish to pursue an honours degree in statistics. | Bachelor of Commerce specialising in ECONOMICS with LAW*"
2025,COM,CB011ECO03,,CB011,ECO03,Bachelor of Commerce,BCom,Economics with Law,extended,123,"** Places on the Law Courses in the 2nd and third year are limited. To be eligible for consideration | for a possible (but not guaranteed) place, students wishing to apply to take Law courses in 2nd | and 3rd year need to fulfil all the requirements set out in Promotion Rule FBA16.1 | Bachelor of Commerce specialising in INFORMATION SYSTEMS"
2025,COM,CB011INF01,,CB011,INF01,Bachelor of Commerce,BCom,Information Systems,extended,124,Elective 1 Plus 1 approved course*** ......................................................... 18 5 or 6 | Elective 2 Plus 1 approved course*** ............................................................ 6 | Elective 3 Plus 1 approved course*** ............................................................ 6 | *Students who wish to keep the option of a dual Information Systems and Computer Science major | open are requested to register for CB001INF06 and complete CSC1015F and CSC1016S in first year | **Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year | ***Approved courses are below. A 2nd year elective can be NQF level 5 or 6. A 3rd year elective can | only be NQF level 6. | Year 2 Electives | Course NQF Level | BUS1007S: Introduction to Organisational Psychology 5 | MAM1012S: Mathematics 1012 5 | POL1004F: Introduction to Politics 5 | PHI1025S: Critical Thinking 5 | BUS2024F: Psychology of Human Resource Management 6 | BUS2023S: Organisational Behaviour 6 | CML2001F: Company Law 6 | CML2005F: Labour Law 6 | ECO2003F: Microeconomics II 6 | ECO2004S: Macroeconomics II 6 | ECO2007S: Co-operation and Competition 6 | FTX2000S: Personal Finance Management 6 | FTX2020F: Business Finance 6 | PHI2037S: Applied Ethics 6 | STA2020F/S: Applied Statistics 6 | Bachelor of Commerce specialising in INFORMATION SYSTEMS AND COMPUTER | SCIENCE
2025,COM,CB011INF06,,CB011,INF06,Bachelor of Commerce,BCom,Information Systems and Computer Science,extended,126,Bachelor of Commerce specialising in INFORMATION SYSTEMS AND FINANCE
2025,COM,CB011INF11,,CB011,INF11,Bachelor of Commerce,BCom,Information Systems and Finance,extended,127,**Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | ***Students who fail STA1000S are recommended to register for STA1000P (subject to approval). | **Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | ***Students who fail STA1000S are recommended to register for STA1000P (subject to approval). | * Students who complete CSC1015F can complete CSC1016S in first year in substitution for | INF1003F in second year. | Bachelor of Commerce specialising in MANAGEMENT STUDIES
