year,faculty,plan_code,degree_abbrev,specialisation,variant,study_year,credits_ideal,credits_unresolved_slots,credits_stated,stated_is_minimum,credit_delta,fee_ideal_zar,fee_estimated_component_zar,fee_slots_missing,fee_published_zar,fee_published_label,fee_match_method,fee_delta_pct
2022,COM,CB011ECO04,BCom,Economics and Statistics,extended,3,252,0,108,False,144,121160,8970,0,67670,BCom Academic Development specialising in Economics & Statistics,ad_duration,79.0
2022,COM,CB011ECO04,BCom,Economics and Statistics,extended,4,270,0,198,False,72,130200,8970,0,79490,BCom Academic Development specialising in Economics & Statistics,ad_duration,63.8
2022,COM,CB011INF01,BCom,Information Systems,extended,1,113,0,113,False,0,53760,0,0,62730,BCom Academic Development specialising in Information Systems,ad_duration,-14.3
2022,COM,CB011INF01,BCom,Information Systems,extended,2,108,0,108,False,0,53890,0,0,53890,BCom Academic Development specialising in Information Systems,ad_duration,0.0
2022,COM,CB011INF01,BCom,Information Systems,extended,3,120,0,120,False,0,62360,8910,0,62420,BCom Academic Development specialising in Information Systems,ad_duration,-0.1
2022,COM,CB011INF01,BCom,Information Systems,extended,4,108,0,108,False,0,52810,17940,0,61780,BCom Academic Development specialising in Information Systems,ad_duration,-14.5
2022,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,1,113,0,113,False,0,53500,0,0,53500,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,0.0
2022,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,2,108,0,108,False,0,52230,0,0,52230,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,0.0
2022,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,3,108,0,108,False,0,52570,0,0,52570,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,0.0
2022,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,4,126,0,126,False,0,61550,0,0,61550,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,0.0
2022,COM,CB011INF11,BCom,Information Systems and Finance,extended,1,131,0,131,False,0,62730,0,0,62470,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.4
2022,COM,CB011INF11,BCom,Information Systems and Finance,extended,2,108,0,108,False,0,53630,0,0,53630,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2022,COM,CB011INF11,BCom,Information Systems and Finance,extended,3,126,0,126,False,0,62730,0,0,62730,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2022,COM,CB011INF11,BCom,Information Systems and Finance,extended,4,114,0,114,False,0,55370,0,0,55370,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2022,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,1,113,0,113,False,0,51180,0,0,51180,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,0.0
2022,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,2,108,0,108,False,0,53560,0,0,53560,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,0.0
2022,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,3,198,0,102,False,96,90140,0,0,46900,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,92.2
2022,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,4,222,3,162,True,60,91770,10810,3,75440,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,21.6
2022,COM,CB015BUS07,,,extended,1,131,0,131,False,0,61700,0,0,,,unmatched,
2022,COM,CB015BUS07,,,extended,2,132,0,132,False,0,65290,0,0,,,unmatched,
2022,COM,CB015BUS07,,,extended,3,108,0,108,False,0,53580,0,0,,,unmatched,
2022,COM,CB015BUS07,,,extended,4,162,0,144,False,18,71140,8970,0,,,unmatched,
2022,COM,CB015BUS07,,,extended,5,180,0,180,False,0,87950,0,0,,,unmatched,
2022,COM,CB015BUS08,,,extended,1,131,0,131,False,0,60750,0,0,,,unmatched,
2022,COM,CB015BUS08,,,extended,2,132,0,132,False,0,65290,0,0,,,unmatched,
2022,COM,CB015BUS08,,,extended,3,126,0,126,False,0,62020,0,0,,,unmatched,
2022,COM,CB015BUS08,,,extended,4,138,0,120,False,18,57260,8970,1,,,unmatched,
2022,COM,CB015BUS08,,,extended,5,156,0,156,False,0,83620,0,0,,,unmatched,
2022,COM,CB015BUS22,,,extended,1,113,0,113,False,0,52730,0,0,,,unmatched,
2022,COM,CB015BUS22,,,extended,2,108,0,108,False,0,53240,0,0,,,unmatched,
2022,COM,CB015BUS22,,,extended,3,168,0,168,False,0,82180,0,0,,,unmatched,
2022,COM,CB015BUS22,,,extended,4,228,0,180,True,48,110280,0,0,,,unmatched,
2022,COM,CB015BUS22,,,extended,5,178,0,178,False,0,74050,0,0,,,unmatched,
2022,COM,CB015CSC05,,,extended,1,113,0,113,False,0,53240,0,0,,,unmatched,
2022,COM,CB015CSC05,,,extended,2,126,0,126,False,0,61460,0,0,,,unmatched,
2022,COM,CB015CSC05,,,extended,3,126,0,126,False,0,61500,0,0,,,unmatched,
2022,COM,CB015CSC05,,,extended,4,126,0,126,False,0,61550,0,0,,,unmatched,
2022,COM,CB015CSC05,,,extended,5,262,0,160,False,102,108160,0,0,,,unmatched,
2022,COM,CB015ECO01,,,extended,1,149,0,131,False,18,71440,0,0,,,unmatched,
2022,COM,CB015ECO01,,,extended,2,144,0,126,False,18,70930,0,0,,,unmatched,
2022,COM,CB015ECO01,,,extended,3,138,0,138,False,0,67670,8970,0,,,unmatched,
2022,COM,CB015ECO01,,,extended,4,192,1,90,True,102,94510,0,1,,,unmatched,
2022,COM,CB015ECO01,,,extended,5,156,0,156,False,0,89590,0,0,,,unmatched,
2022,COM,CB015ECO03,,,extended,1,149,0,131,False,18,71440,0,0,,,unmatched,
2022,COM,CB015ECO03,,,extended,2,114,0,114,False,0,56320,0,0,,,unmatched,
2022,COM,CB015ECO03,,,extended,3,144,0,126,False,18,68410,0,0,,,unmatched,
2022,COM,CB015ECO03,,,extended,4,144,0,144,False,0,68650,8970,0,,,unmatched,
2022,COM,CB015ECO03,,,extended,5,156,0,156,False,0,89590,0,0,,,unmatched,
2022,COM,CB015FTX04,,,extended,1,131,0,131,False,0,61700,0,0,,,unmatched,
2022,COM,CB015FTX04,,,extended,2,126,0,126,False,0,61720,0,0,,,unmatched,
2022,COM,CB015FTX04,,,extended,3,168,0,168,False,0,83180,0,0,,,unmatched,
2022,COM,CB015FTX04,,,extended,4,144,0,144,False,0,70800,0,0,,,unmatched,
2022,COM,CB015FTX04,,,extended,5,144,0,144,False,0,71540,0,0,,,unmatched,
2022,COM,CB015FTX05,,,extended,1,131,0,131,False,0,62470,0,0,,,unmatched,
2022,COM,CB015FTX05,,,extended,2,150,0,150,False,0,73490,0,0,,,unmatched,
2022,COM,CB015FTX05,,,extended,3,90,0,90,False,0,44530,8970,0,,,unmatched,
2022,COM,CB015FTX05,,,extended,4,144,0,144,False,0,71140,0,0,,,unmatched,
2022,COM,CB015FTX05,,,extended,5,144,0,144,False,0,71540,0,0,,,unmatched,
2022,COM,CB015INF01,,,extended,1,149,0,131,False,18,70410,0,0,,,unmatched,
2022,COM,CB015INF01,,,extended,2,108,0,108,False,0,53760,0,0,,,unmatched,
2022,COM,CB015INF01,,,extended,3,150,0,150,False,0,74150,0,0,,,unmatched,
2022,COM,CB015INF01,,,extended,4,120,0,138,False,-18,62680,0,0,,,unmatched,
2022,COM,CB015INF01,,,extended,5,176,0,176,False,0,82260,0,0,,,unmatched,
2022,COM,CB018BUS01,,,extended,1,113,0,113,False,0,53500,0,0,,,unmatched,
2022,COM,CB018BUS01,,,extended,2,108,0,108,False,0,53500,0,0,,,unmatched,
2022,COM,CB018BUS01,,,extended,3,150,0,150,False,0,73490,0,0,,,unmatched,
2022,COM,CB018BUS01,,,extended,4,180,0,180,False,0,89830,0,0,,,unmatched,
2022,COM,CB018BUS01,,,extended,5,174,0,,False,,76670,0,0,,,unmatched,
2022,COM,CB018BUS09,,,extended,1,113,0,113,False,0,53500,0,0,,,unmatched,
2022,COM,CB018BUS09,,,extended,2,108,0,108,False,0,53500,0,0,,,unmatched,
2022,COM,CB018BUS09,,,extended,3,150,0,150,False,0,73490,0,0,,,unmatched,
2022,COM,CB018BUS09,,,extended,4,198,0,198,False,0,96590,0,0,,,unmatched,
2022,COM,CB018BUS09,,,extended,5,147,0,147,False,0,71450,0,0,,,unmatched,
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,1,185,0,185,False,0,88910,0,0,88910,BCom specialising in Actuarial Science,label_match,0.0
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,2,186,0,186,False,0,91430,0,0,91430,BCom specialising in Actuarial Science,label_match,0.0
2022,COM,CB019BUS01,BCom,Actuarial Science,regular,3,162,0,162,False,0,80860,0,0,80860,BCom specialising in Actuarial Science,label_match,0.0
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,1,185,0,185,False,0,88910,0,0,88910,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,2,186,0,186,False,0,91430,0,0,91430,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0
2022,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,3,180,0,180,False,0,87620,0,0,87620,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,1,113,0,113,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,2,108,0,108,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,3,150,0,150,False,0,73490,0,0,73490,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2022,COM,CB020BUS01,BCom,Actuarial Science,extended,4,162,0,162,False,0,80860,0,0,80860,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,1,113,0,113,False,0,53500,0,0,53500,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,2,126,0,126,False,0,61700,0,0,61700,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,3,132,0,132,False,0,65290,0,0,65290,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2022,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,4,180,0,180,False,0,87620,0,0,87620,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,1,149,0,149,False,0,71440,0,0,53760,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,label_match,32.9
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,2,162,0,162,False,0,77270,0,0,62180,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,label_match,24.3
2022,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,3,144,0,144,False,0,68540,0,0,59570,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,label_match,15.1
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,2,162,0,162,False,0,79610,0,0,,,unmatched,
2022,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,3,144,0,144,False,0,70030,0,0,,,unmatched,
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,1,149,0,149,False,0,71440,0,0,,,unmatched,
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,2,144,0,144,False,0,70880,0,0,,,unmatched,
2022,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,3,144,0,144,False,0,69790,0,0,,,unmatched,
2022,COM,CB023BUS06,BCom,Management Studies,augmented,1,185,0,185,False,0,88550,0,0,61700,BCom Academic Development specialising in Management Studies,label_match,43.5
2022,COM,CB023BUS06,BCom,Management Studies,augmented,2,168,0,168,False,0,83050,17940,0,53440,BCom Academic Development specialising in Management Studies,label_match,55.4
2022,COM,CB023BUS06,BCom,Management Studies,augmented,3,144,0,144,False,0,8970,0,2,65110,BCom Academic Development specialising in Management Studies,label_match,-86.2
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,2,150,0,150,True,0,73550,0,0,,,unmatched,
2022,COM,CB023ECO02,BCom,Economics and Finance,augmented,3,144,0,144,False,0,71520,8970,0,,,unmatched,
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,1,149,0,149,False,0,71440,0,0,62470,BCom Academic Development specialising in Economics with Law,label_match,14.4
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,2,162,0,162,True,0,76520,0,0,52720,BCom Academic Development specialising in Economics with Law,label_match,45.1
2022,COM,CB023ECO03,BCom,Economics with Law,augmented,3,144,0,144,False,0,68650,0,0,50710,BCom Academic Development specialising in Economics with Law,label_match,35.4
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,2,210,0,156,True,54,101710,0,0,,,unmatched,
2022,COM,CB023ECO04,BCom,Economics and Statistics,augmented,3,252,0,180,False,72,123100,8970,0,,,unmatched,
2022,COM,CB023INF01,BCom,Information Systems,augmented,1,149,0,149,False,0,70930,0,0,,,unmatched,
2022,COM,CB023INF01,BCom,Information Systems,augmented,2,144,0,144,False,0,71570,8970,0,,,unmatched,
2022,COM,CB023INF01,BCom,Information Systems,augmented,3,156,0,156,False,0,80380,17940,0,,,unmatched,
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,1,149,0,149,False,0,71120,0,0,,,unmatched,
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,2,162,0,162,False,0,78210,0,0,,,unmatched,
2022,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,3,144,0,144,False,0,70520,0,0,,,unmatched,
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,1,167,0,167,False,0,80350,0,0,,,unmatched,
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,2,162,0,162,False,0,80030,0,0,,,unmatched,
2022,COM,CB023INF11,BCom,Information Systems and Finance,augmented,3,150,0,150,False,0,74080,0,0,,,unmatched,
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,1,149,0,149,False,0,69120,0,0,,,unmatched,
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,2,246,0,174,False,72,114950,0,0,,,unmatched,
2022,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,3,222,3,168,False,54,91770,10810,3,,,unmatched,
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,1,167,0,167,False,0,80350,0,0,70670,BBusSc Academic Development specialising in Marketing,label_match,13.7
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,2,168,0,168,False,0,82280,0,0,65290,BBusSc Academic Development specialising in Marketing,label_match,26.0
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,3,198,0,180,False,18,89080,8970,0,62550,BBusSc Academic Development specialising in Marketing,label_match,42.4
2022,COM,CB024BUS07,BBusSc,Marketing,augmented,4,180,0,180,False,0,87950,0,0,62170,BBusSc Academic Development specialising in Marketing,label_match,41.5
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,1,167,0,167,False,0,78630,0,0,60750,BBusSc Academic Development specialising in Organisational Psychology,label_match,29.4
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,2,162,0,162,False,0,80730,0,0,65290,BBusSc Academic Development specialising in Organisational Psychology,label_match,23.6
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,3,198,0,180,False,18,85960,8970,1,62020,BBusSc Academic Development specialising in Organisational Psychology,label_match,38.6
2022,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,4,156,0,156,False,0,83620,0,0,57260,BBusSc Academic Development specialising in Organisational Psychology,label_match,46.0
2022,COM,CB024BUS22,,,augmented,1,185,0,185,False,0,88650,0,0,,,unmatched,
2022,COM,CB024BUS22,,,augmented,2,186,0,186,False,0,90380,0,0,,,unmatched,
2022,COM,CB024BUS22,,,augmented,3,210,0,198,True,12,101930,0,0,,,unmatched,
2022,COM,CB024BUS22,,,augmented,4,178,0,178,False,0,74050,0,0,,,unmatched,
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,1,149,0,149,False,0,70710,0,0,53240,BBusSc Academic Development specialising in Computer Science,label_match,32.8
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,2,162,0,162,False,0,79200,0,0,61460,BBusSc Academic Development specialising in Computer Science,label_match,28.9
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,3,180,0,180,False,0,87690,0,0,61500,BBusSc Academic Development specialising in Computer Science,label_match,42.6
2022,COM,CB024CSC05,BBusSc,Computer Science,augmented,4,262,0,160,False,102,108160,0,0,61550,BBusSc Academic Development specialising in Computer Science,label_match,75.7
2022,COM,CB024ECO01,BBusSc,Economics,augmented,1,167,0,167,False,0,80350,0,0,62470,BBusSc Academic Development specialising in Economics,label_match,28.6
2022,COM,CB024ECO01,BBusSc,Economics,augmented,2,156,0,156,True,0,76110,0,0,61960,BBusSc Academic Development specialising in Economics,label_match,22.8
2022,COM,CB024ECO01,BBusSc,Economics,augmented,3,264,1,162,True,102,130150,8970,1,67670,BBusSc Academic Development specialising in Economics,label_match,92.3
2022,COM,CB024ECO01,BBusSc,Economics,augmented,4,156,0,156,False,0,89590,0,0,44850,BBusSc Academic Development specialising in Economics,label_match,99.8
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,1,167,0,167,False,0,80350,0,0,62470,BBusSc Academic Development specialising in Economics with Law,label_match,28.6
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,2,168,0,168,False,0,80180,0,0,56320,BBusSc Academic Development specialising in Economics with Law,label_match,42.4
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,3,162,0,162,False,0,77380,8970,0,59440,BBusSc Academic Development specialising in Economics with Law,label_match,30.2
2022,COM,CB024ECO03,BBusSc,Economics with Law,augmented,4,174,0,174,False,0,98560,0,0,68650,BBusSc Academic Development specialising in Economics with Law,label_match,43.6
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,1,167,0,167,False,0,80350,0,0,61700,BBusSc Academic Development specialising in Finance with Accounting,label_match,30.2
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,2,168,0,168,False,0,81510,0,0,61720,BBusSc Academic Development specialising in Finance with Accounting,label_match,32.1
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,3,180,0,180,False,0,88740,0,0,83180,BBusSc Academic Development specialising in Finance with Accounting,label_match,6.7
2022,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,4,162,0,162,False,0,80510,0,0,70800,BBusSc Academic Development specialising in Finance with Accounting,label_match,13.7
2022,COM,CB024FTX05,BBusSc,Finance,augmented,1,167,0,167,False,0,80350,0,0,53500,BBusSc Academic Development specialising in Finance,label_match,50.2
2022,COM,CB024FTX05,BBusSc,Finance,augmented,2,168,0,168,False,0,82280,0,0,73490,BBusSc Academic Development specialising in Finance,label_match,12.0
2022,COM,CB024FTX05,BBusSc,Finance,augmented,3,162,0,180,False,-18,80030,0,0,44530,BBusSc Academic Development specialising in Finance,label_match,79.7
2022,COM,CB024FTX05,BBusSc,Finance,augmented,4,144,0,144,False,0,71540,0,0,71140,BBusSc Academic Development specialising in Finance,label_match,0.6
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,1,185,0,185,False,0,88550,0,0,61440,BBusSc Academic Development specialising in Information Systems,label_match,44.1
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,2,168,0,168,False,0,83360,0,0,62730,BBusSc Academic Development specialising in Information Systems,label_match,32.9
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,3,156,0,156,False,0,80380,0,0,74150,BBusSc Academic Development specialising in Information Systems,label_match,8.4
2022,COM,CB024INF01,BBusSc,Information Systems,augmented,4,176,0,176,False,0,82260,0,0,71650,BBusSc Academic Development specialising in Information Systems,label_match,14.8
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,3,180,0,180,False,0,89830,0,0,,,unmatched,
2022,COM,CB025BUS01,BBusSc,Actuarial Science,augmented,4,174,0,174,False,0,76670,0,0,,,unmatched,
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,1,185,0,185,False,0,88910,0,0,53500,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,66.2
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,2,186,0,186,False,0,91430,0,0,53500,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,70.9
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,3,198,0,198,False,0,96590,0,0,73490,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,31.4
2022,COM,CB025BUS09,BBusSc,Actuarial Science: Quantitative Finance,augmented,4,147,0,147,False,0,71450,0,0,95590,BBusSc Academic Development specialising in Actuarial Science: Quantitative Finance Stream,label_match,-25.3
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,
2022,COM,CB026BUS01,BCom,Actuarial Science,augmented,3,162,0,162,False,0,80860,0,0,,,unmatched,
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,1,185,0,185,False,0,88910,0,0,,,unmatched,
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,2,186,0,186,False,0,91430,0,0,,,unmatched,
2022,COM,CB026BUS09,BCom,Actuarial Science: Quantitative Finance,augmented,3,180,0,180,False,0,87620,0,0,,,unmatched,
2022,COM,CU020BUS01,AdvDip,Actuarial Science,regular,1,0,0,185,False,-185,0,0,0,,,unmatched,
2022,COM,CU020BUS01,AdvDip,Actuarial Science,regular,2,0,0,186,False,-186,0,0,0,,,unmatched,
2022,COM,CU020BUS01,AdvDip,Actuarial Science,regular,3,0,0,198,False,-198,0,0,0,,,unmatched,
2022,COM,CU020BUS01,AdvDip,Actuarial Science,regular,4,0,0,147,False,-147,0,0,0,,,unmatched,
2023,COM,CB001ACC03,BCom,Financial Accounting: Accounting with Law,regular,1,146,0,146,False,0,73760,0,0,73760,BCom specialising in Financial Accounting: Accounting with Law Stream,label_match,0.0
2023,COM,CB001ACC03,BCom,Financial Accounting: Accounting with Law,regular,2,162,0,162,False,0,81230,0,0,81230,BCom specialising in Financial Accounting: Accounting with Law Stream,label_match,0.0
2023,COM,CB001ACC03,BCom,Financial Accounting: Accounting with Law,regular,3,144,0,144,False,0,72050,0,0,71960,BCom specialising in Financial Accounting: Accounting with Law Stream,label_match,0.1
2023,COM,CB001ACC04,BCom,Financial Accounting: Chartered Accountant,regular,1,146,0,146,False,0,73760,0,0,73760,Bachelor of Commerce specialising in Financial | Chartered Accounting Stream,label_match,0.0
2023,COM,CB001ACC04,BCom,Financial Accounting: Chartered Accountant,regular,2,162,0,162,False,0,83690,0,0,83690,Bachelor of Commerce specialising in Financial | Chartered Accounting Stream,label_match,0.0
2023,COM,CB001ACC04,BCom,Financial Accounting: Chartered Accountant,regular,3,138,0,144,False,-6,73620,0,0,73620,Bachelor of Commerce specialising in Financial | Chartered Accounting Stream,label_match,0.0
2023,COM,CB001ACC08,,,regular,1,146,0,146,False,0,73760,0,0,,,unmatched,
2023,COM,CB001ACC08,,,regular,2,144,0,144,False,0,74510,0,0,,,unmatched,
2023,COM,CB001ACC08,,,regular,3,138,0,138,False,0,73370,0,0,,,unmatched,
2023,COM,CB001BUS06,BCom,Management Studies,regular,1,203,0,185,False,18,102680,0,0,93310,BCom in the field of Management Studies,label_match,10.0
2023,COM,CB001BUS06,BCom,Management Studies,regular,2,168,0,168,False,0,87310,18860,0,97310,BCom in the field of Management Studies,label_match,-10.3
2023,COM,CB001BUS06,BCom,Management Studies,regular,3,43,0,144,False,-101,22527,13097,0,75440,BCom in the field of Management Studies,label_match,-70.1
2023,COM,CB001ECO02,BCom,Economics and Finance,regular,1,167,0,167,False,0,84690,0,0,84690,BCom specialising in Economics & Finance,label_match,0.0
2023,COM,CB001ECO02,BCom,Economics and Finance,regular,2,150,0,150,True,0,77320,0,0,77320,BCom specialising in Economics & Finance,label_match,0.0
2023,COM,CB001ECO02,BCom,Economics and Finance,regular,3,144,0,144,False,0,75190,9430,0,75190,BCom specialising in Economics & Finance,label_match,0.0
2023,COM,CB001ECO03,BCom,Economics with Law,regular,1,149,0,149,False,0,75320,0,0,75320,BCom specialising in Economics with Law,label_match,0.0
2023,COM,CB001ECO03,BCom,Economics with Law,regular,2,162,0,162,True,0,80450,0,0,81350,BCom specialising in Economics with Law,label_match,-1.1
2023,COM,CB001ECO03,BCom,Economics with Law,regular,3,144,0,162,False,-18,72170,0,0,72170,BCom specialising in Economics with Law,label_match,0.0
2023,COM,CB001ECO04,BCom,Economics and Statistics,regular,1,185,0,167,False,18,94060,0,0,84690,BCom specialising in Economics & Statistics,label_match,11.1
2023,COM,CB001ECO04,BCom,Economics and Statistics,regular,2,210,0,156,False,54,106920,0,0,79760,BCom specialising in Economics & Statistics,label_match,34.1
2023,COM,CB001ECO04,BCom,Economics and Statistics,regular,3,234,1,180,False,54,119990,0,1,93000,BCom specialising in Economics & Statistics,label_match,29.0
2023,COM,CB001INF01,BCom,Information Systems,regular,1,149,0,149,False,0,74570,0,0,74300,BCom specialising in Information Systems,label_match,0.4
2023,COM,CB001INF01,BCom,Information Systems,regular,2,144,0,144,False,0,75460,9430,0,75460,BCom specialising in Information Systems,label_match,0.0
2023,COM,CB001INF01,BCom,Information Systems,regular,3,156,0,156,False,0,84500,18860,0,84500,BCom specialising in Information Systems,label_match,0.0
2023,COM,CB001INF06,BCom,Information Systems and Computer Science,regular,1,167,0,149,False,18,84150,0,0,84210,BCom specialising in Information Systems & Computer Science,label_match,-0.1
2023,COM,CB001INF06,BCom,Information Systems and Computer Science,regular,2,162,0,162,False,0,82440,0,0,82240,BCom specialising in Information Systems & Computer Science,label_match,0.2
2023,COM,CB001INF06,BCom,Information Systems and Computer Science,regular,3,144,0,144,False,0,74140,0,0,74140,BCom specialising in Information Systems & Computer Science,label_match,0.0
2023,COM,CB001INF11,BCom,Information Systems and Finance,regular,1,167,0,167,False,0,84690,0,0,84750,BCom specialising in Information Systems & Finance,label_match,-0.1
2023,COM,CB001INF11,BCom,Information Systems and Finance,regular,2,162,0,162,False,0,84140,0,0,84140,BCom specialising in Information Systems & Finance,label_match,0.0
2023,COM,CB001INF11,BCom,Information Systems and Finance,regular,3,150,0,150,False,0,77880,0,0,77880,BCom specialising in Information Systems & Finance,label_match,0.0
