year,faculty,plan_code,study_year,table_index,stated_total_credits,stated_total_max,is_minimum,source_page
2022,COM,CB023ACC04,3,1,144,,False,103
2022,COM,CB023ACC08,1,1,149,,False,102
2022,COM,CB023ACC08,2,1,144,,False,102
2022,COM,CB023ACC08,3,1,144,,False,102
2022,COM,CB023BUS06,1,1,185,,False,113
2022,COM,CB023BUS06,2,1,168,,False,113
2022,COM,CB023BUS06,3,1,144,,False,113
2022,COM,CB023ECO02,1,1,167,,False,106
2022,COM,CB023ECO02,2,1,150,,True,106
2022,COM,CB023ECO02,3,1,144,,False,106
2022,COM,CB023ECO03,1,1,149,,False,108
2022,COM,CB023ECO03,2,1,162,,True,109
2022,COM,CB023ECO03,3,1,144,,False,109
2022,COM,CB023ECO04,1,1,167,,False,107
2022,COM,CB023ECO04,2,1,156,,True,107
2022,COM,CB023ECO04,3,1,180,,False,108
2022,COM,CB023INF01,1,1,149,,False,109
2022,COM,CB023INF01,2,1,144,,False,110
2022,COM,CB023INF01,3,1,156,,False,110
2022,COM,CB023INF06,1,1,149,,False,111
2022,COM,CB023INF06,2,1,162,,False,111
2022,COM,CB023INF06,3,1,144,,False,111
2022,COM,CB023INF11,1,1,167,,False,112
2022,COM,CB023INF11,2,1,162,,False,112
2022,COM,CB023INF11,3,1,150,,False,112
2022,COM,CB023PHI03,1,1,149,,False,104
2022,COM,CB023PHI03,2,1,174,,False,105
2022,COM,CB023PHI03,3,1,168,,False,105
2022,COM,CB024BUS07,1,1,167,,False,64
2022,COM,CB024BUS07,2,1,168,,False,65
2022,COM,CB024BUS07,3,1,180,,False,65
2022,COM,CB024BUS07,4,1,180,,False,65
2022,COM,CB024BUS08,1,1,167,,False,66
2022,COM,CB024BUS08,2,1,162,,False,66
2022,COM,CB024BUS08,3,1,180,,False,66
2022,COM,CB024BUS08,4,1,156,,False,67
2022,COM,CB024BUS22,1,1,185,,False,54
2022,COM,CB024BUS22,2,1,186,,False,54
2022,COM,CB024BUS22,3,1,198,,True,55
2022,COM,CB024BUS22,4,1,178,,False,55
2022,COM,CB024CSC05,1,1,149,,False,58
2022,COM,CB024CSC05,2,1,162,,False,58
2022,COM,CB024CSC05,3,1,180,,False,58
2022,COM,CB024CSC05,4,1,160,,False,59
2022,COM,CB024ECO01,1,1,167,,False,61
2022,COM,CB024ECO01,2,1,156,,True,61
2022,COM,CB024ECO01,3,1,162,,True,62
2022,COM,CB024ECO01,4,1,156,,False,62
2022,COM,CB024ECO03,1,1,167,,False,63
2022,COM,CB024ECO03,2,1,168,,False,63
2022,COM,CB024ECO03,3,1,162,,False,63
2022,COM,CB024ECO03,4,1,174,,False,64
2022,COM,CB024FTX04,1,1,167,,False,57
2022,COM,CB024FTX04,2,1,168,,False,57
2022,COM,CB024FTX04,3,1,180,,False,57
2022,COM,CB024FTX04,4,1,162,,False,57
2022,COM,CB024FTX05,1,1,167,,False,55
2022,COM,CB024FTX05,2,1,168,,False,56
2022,COM,CB024FTX05,3,1,180,,False,56
2022,COM,CB024FTX05,4,1,144,,False,56
2022,COM,CB024INF01,1,1,185,,False,59
2022,COM,CB024INF01,2,1,168,,False,60
2022,COM,CB024INF01,3,1,156,,False,60
2022,COM,CB024INF01,4,1,176,,False,60
2022,COM,CB025BUS01,1,1,185,,False,52
2022,COM,CB025BUS01,2,1,186,,False,52
2022,COM,CB025BUS01,3,1,180,,False,52
2022,COM,CB025BUS01,4,1,174,,False,52
2022,COM,CB025BUS09,1,1,185,,False,53
2022,COM,CB025BUS09,2,1,186,,False,53
2022,COM,CB025BUS09,3,1,198,,False,53
2022,COM,CB025BUS09,4,1,147,,False,53
2022,COM,CB026BUS01,1,1,185,,False,100
2022,COM,CB026BUS01,2,1,186,,False,100
2022,COM,CB026BUS01,3,1,162,,False,100
2022,COM,CB026BUS09,1,1,185,,False,101
2022,COM,CB026BUS09,2,1,186,,False,101
2022,COM,CB026BUS09,3,1,180,,False,101
2022,COM,CU020BUS01,1,1,126,,True,22
2022,EBE,EB001CHE01,1,1,146,,False,32
2022,EBE,EB001CHE01,2,1,144,156,True,32
2022,EBE,EB001CHE01,3,1,142,150,True,32
2022,EBE,EB001CHE01,4,1,128,146,True,33
2022,EBE,EB002CIV01,1,1,144,,False,39
2022,EBE,EB002CIV01,2,1,144,,False,40
2022,EBE,EB002CIV01,3,1,152,,False,40
2022,EBE,EB002CIV01,4,1,144,,False,40
2022,EBE,EB005MEC01,1,1,144,,False,60
2022,EBE,EB005MEC01,2,1,144,,False,61
2022,EBE,EB005MEC01,3,1,144,,False,61
2022,EBE,EB005MEC01,4,1,144,,False,61
2022,EBE,EB009EEE01,1,1,148,,False,47
2022,EBE,EB009EEE01,2,1,144,,False,47
2022,EBE,EB010MEC05,1,1,144,,False,64
2022,EBE,EB010MEC05,2,1,144,,False,64
2022,EBE,EB010MEC05,3,1,144,,False,65
2022,EBE,EB010MEC05,4,1,144,,False,65
2022,EBE,EB012APG01,1,1,144,,False,20
2022,EBE,EB012APG01,2,1,144,,False,21
2022,EBE,EB012APG01,3,1,144,,False,21
2022,EBE,EB015CON04,1,1,144,,False,44
2022,EBE,EB015CON04,2,1,150,,False,44
2022,EBE,EB015CON04,3,1,156,,False,45
2022,EBE,EB017CON03,1,1,152,,False,45
2022,EBE,EB017CON03,2,1,154,,False,46
2022,EBE,EB017CON03,3,1,162,,False,46
2022,EBE,EB019APG09,1,1,124,,False,23
2022,EBE,EB019APG09,2,1,148,,False,23
2022,EBE,EB019APG09,3,1,144,,False,23
2022,EBE,EB019APG09,4,1,150,,False,24
2022,EBE,EB019APG11,1,1,126,,False,26
2022,EBE,EB019APG11,2,1,148,,False,26
2022,EBE,EB019APG11,3,1,154,,False,26
2022,EBE,EB019APG11,4,1,180,,False,27
2022,EBE,EB022EEE02,1,1,148,,False,51
2022,EBE,EB022EEE02,2,1,144,,False,52
2022,EBE,EB801CHE01,1,1,102,,False,35
2022,EBE,EB801CHE01,2,1,112,124,True,35
2022,EBE,EB801CHE01,3,1,112,124,True,35
2022,EBE,EB801CHE01,4,1,126,134,True,36
2022,EBE,EB801CHE01,5,1,128,,False,36
2022,EBE,EB802CIV01,1,1,104,,False,41
2022,EBE,EB802CIV01,2,1,104,,False,41
2022,EBE,EB802CIV01,3,1,124,,False,42
2022,EBE,EB802CIV01,4,1,126,,False,42
2022,EBE,EB802CIV01,5,1,126,,False,42
2022,EBE,EB805MEC01,1,1,102,,False,62
2022,EBE,EB805MEC01,2,1,98,,False,62
2022,EBE,EB805MEC01,3,1,114,,False,63
2022,EBE,EB805MEC01,4,1,136,,False,63
2022,EBE,EB805MEC01,5,1,126,,False,63
2022,EBE,EB809EEE01,1,1,96,,False,49
2022,EBE,EB809EEE01,2,1,116,,False,49
2022,EBE,EB809EEE01,3,1,112,,False,50
2022,EBE,EB810MEC05,1,1,102,,False,66
2022,EBE,EB810MEC05,2,1,98,,False,66
2022,EBE,EB810MEC05,3,1,114,,False,67
2022,EBE,EB810MEC05,4,1,136,,False,67
2022,EBE,EB810MEC05,5,1,126,,False,67
2022,EBE,EB819APG09,1,1,124,,False,24
2022,EBE,EB819APG09,2,1,110,,False,25
2022,EBE,EB819APG09,3,1,90,,False,25
2022,EBE,EB819APG09,4,1,136,,False,25
2022,EBE,EB819APG09,5,1,106,,False,25
2022,EBE,EB819APG11,1,1,126,,False,27
2022,EBE,EB819APG11,2,1,110,,False,28
2022,EBE,EB819APG11,3,1,150,,False,28
2022,EBE,EB819APG11,4,1,142,,False,28
2022,EBE,EB819APG11,5,1,80,,False,28
2023,COM,CB001ACC03,1,1,146,,False,85
2023,COM,CB001ACC03,2,1,162,,False,85
2023,COM,CB001ACC03,3,1,144,,False,85
2023,COM,CB001ACC04,1,1,146,,False,84
2023,COM,CB001ACC04,2,1,162,,False,84
2023,COM,CB001ACC04,3,1,144,,False,85
2023,COM,CB001ACC08,1,1,146,,False,83
2023,COM,CB001ACC08,2,1,144,,False,84
2023,COM,CB001ACC08,3,1,138,,False,84
2023,COM,CB001BUS06,1,1,185,,False,94
2023,COM,CB001BUS06,2,1,168,,False,94
2023,COM,CB001BUS06,3,1,144,,False,94
2023,COM,CB001ECO02,1,1,167,,False,90
2023,COM,CB001ECO02,2,1,150,,True,90
2023,COM,CB001ECO02,3,1,144,,False,91
2023,COM,CB001ECO03,1,1,149,,False,93
2023,COM,CB001ECO03,2,1,162,,True,93
2023,COM,CB001ECO03,3,1,162,,False,93
2023,COM,CB001ECO04,1,1,167,,False,91
2023,COM,CB001ECO04,2,1,156,,False,92
2023,COM,CB001ECO04,3,1,180,,False,92
2023,COM,CB001INF01,1,1,149,,False,86
2023,COM,CB001INF01,2,1,144,,False,86
2023,COM,CB001INF01,3,1,156,,False,86
2023,COM,CB001INF06,1,1,149,,False,87
2023,COM,CB001INF06,2,1,162,,False,87
2023,COM,CB001INF06,3,1,144,,False,87
2023,COM,CB001INF11,1,1,167,,False,88
2023,COM,CB001INF11,2,1,162,,False,88
2023,COM,CB001INF11,3,1,150,,False,88
2023,COM,CB001PHI03,1,1,149,,False,89
2023,COM,CB001PHI03,2,1,174,,False,89
2023,COM,CB001PHI03,3,1,168,,False,90
2023,COM,CB003BUS01,1,1,185,,False,37
2023,COM,CB003BUS01,2,1,186,,False,37
2023,COM,CB003BUS01,3,1,180,,False,37
2023,COM,CB003BUS01,4,1,174,,False,38
2023,COM,CB003BUS09,1,1,185,,False,38
2023,COM,CB003BUS09,2,1,186,,False,38
2023,COM,CB003BUS09,3,1,198,,False,39
2023,COM,CB003BUS09,4,1,147,,False,39
2023,COM,CB004BUS07,1,1,167,,False,49
2023,COM,CB004BUS07,2,1,168,,False,49
2023,COM,CB004BUS07,3,1,180,,False,50
2023,COM,CB004BUS07,4,1,180,,False,50
2023,COM,CB004BUS08,1,1,167,,False,50
2023,COM,CB004BUS08,2,1,162,,False,51
2023,COM,CB004BUS08,3,1,180,,False,51
2023,COM,CB004BUS08,4,1,156,,False,51
2023,COM,CB004BUS22,1,1,185,,False,39
2023,COM,CB004BUS22,2,1,186,,False,39
2023,COM,CB004BUS22,3,1,198,,True,40
2023,COM,CB004BUS22,4,1,178,,False,40
2023,COM,CB004CSC05,1,1,185,,False,43
2023,COM,CB004CSC05,2,1,162,,False,43
2023,COM,CB004CSC05,3,1,180,,False,43
2023,COM,CB004CSC05,4,1,160,,False,44
2023,COM,CB004ECO01,1,1,167,,False,46
2023,COM,CB004ECO01,2,1,150,,False,46
2023,COM,CB004ECO01,3,1,162,,False,46
2023,COM,CB004ECO01,4,1,156,,False,47
2023,COM,CB004ECO03,1,1,167,,False,47
2023,COM,CB004ECO03,2,1,168,,False,48
2023,COM,CB004ECO03,3,1,162,,False,48
2023,COM,CB004ECO03,4,1,174,,False,49
2023,COM,CB004FTX04,1,1,167,,False,42
2023,COM,CB004FTX04,2,1,162,,False,42
2023,COM,CB004FTX04,3,1,180,,False,42
2023,COM,CB004FTX04,4,1,162,,False,42
2023,COM,CB004FTX05,1,1,185,,False,41
2023,COM,CB004FTX05,2,1,168,,False,41
2023,COM,CB004FTX05,3,1,180,,False,41
2023,COM,CB004FTX05,4,1,144,,False,41
2023,COM,CB004INF01,1,1,185,,False,44
2023,COM,CB004INF01,2,1,168,,False,45
2023,COM,CB004INF01,3,1,156,,False,45
2023,COM,CB004INF01,4,1,176,,False,45
2023,COM,CB011ACC03,1,1,110,,False,117
2023,COM,CB011ACC03,2,1,126,,False,117
2023,COM,CB011ACC03,3,1,126,,False,118
2023,COM,CB011ACC03,4,1,90,,False,118
2023,COM,CB011ACC04,1,1,128,,False,116
2023,COM,CB011ACC04,2,1,126,,False,117
2023,COM,CB011ACC04,3,1,120,,False,117
2023,COM,CB011ACC04,4,1,108,,False,117
2023,COM,CB011ACC08,1,1,128,,False,116
2023,COM,CB011ACC08,2,1,108,,False,116
2023,COM,CB011ACC08,3,1,90,,False,116
2023,COM,CB011ACC08,4,1,108,,False,116
2023,COM,CB011BUS06,1,1,131,,False,127
2023,COM,CB011BUS06,2,1,108,,False,127
2023,COM,CB011BUS06,3,1,132,,False,127
2023,COM,CB011BUS06,4,1,126,,False,127
2023,COM,CB011ECO02,1,1,113,,False,119
2023,COM,CB011ECO02,2,1,108,,False,120
2023,COM,CB011ECO02,3,1,132,,False,120
2023,COM,CB011ECO02,4,1,108,,False,120
2023,COM,CB011ECO03,1,1,131,,False,122
2023,COM,CB011ECO03,2,1,108,,False,123
2023,COM,CB011ECO03,3,1,108,,False,123
2023,COM,CB011ECO03,4,1,198,,False,123
2023,COM,CB011ECO04,1,1,113,,False,121
2023,COM,CB011ECO04,2,1,108,,False,121
2023,COM,CB011ECO04,3,1,144,,True,121
2023,COM,CB011ECO04,4,1,162,,False,122
2023,COM,CB011INF01,1,1,113,,False,123
2023,COM,CB011INF01,2,1,108,,False,124
2023,COM,CB011INF01,3,1,120,,False,124
2023,COM,CB011INF01,4,1,108,,False,124
2023,COM,CB011INF06,1,1,113,,False,125
2023,COM,CB011INF06,2,1,108,,False,125
2023,COM,CB011INF06,3,1,108,,False,125
2023,COM,CB011INF06,4,1,126,,False,125
2023,COM,CB011INF11,1,1,131,,False,126
2023,COM,CB011INF11,2,1,108,,False,126
2023,COM,CB011INF11,3,1,126,,False,126
2023,COM,CB011INF11,4,1,114,,False,126
2023,COM,CB011PHI03,1,1,113,,False,118
2023,COM,CB011PHI03,2,1,108,,False,118
2023,COM,CB011PHI03,3,1,102,,False,119
2023,COM,CB011PHI03,4,1,162,,True,119
2023,COM,CB015BUS07,1,1,131,,False,79
2023,COM,CB015BUS07,2,1,132,,False,79
2023,COM,CB015BUS07,3,1,108,,False,80
2023,COM,CB015BUS07,4,1,144,,False,80
2023,COM,CB015BUS07,5,1,180,,False,80
2023,COM,CB015BUS08,1,1,131,,False,80
2023,COM,CB015BUS08,2,1,132,,False,81
2023,COM,CB015BUS08,3,1,126,,False,81
2023,COM,CB015BUS08,4,1,120,,False,81
2023,COM,CB015BUS08,5,1,156,,False,81
2023,COM,CB015BUS22,1,1,113,,False,68
2023,COM,CB015BUS22,2,1,108,,False,69
2023,COM,CB015BUS22,3,1,168,,False,69
2023,COM,CB015BUS22,4,1,180,,True,70
2023,COM,CB015BUS22,5,1,178,,False,70
2023,COM,CB015CSC05,1,1,113,,False,73
2023,COM,CB015CSC05,2,1,126,,False,73
2023,COM,CB015CSC05,3,1,126,,False,73
2023,COM,CB015CSC05,4,1,126,,False,73
2023,COM,CB015CSC05,5,1,160,,False,74
2023,COM,CB015ECO01,1,1,131,,False,76
2023,COM,CB015ECO01,2,1,126,,False,76
2023,COM,CB015ECO01,3,1,138,,False,76
2023,COM,CB015ECO01,4,1,90,,True,76
2023,COM,CB015ECO01,5,1,156,,False,77
2023,COM,CB015ECO03,1,1,131,,False,77
2023,COM,CB015ECO03,2,1,114,,False,78
2023,COM,CB015ECO03,3,1,126,,False,78
2023,COM,CB015ECO03,4,1,144,,False,78
2023,COM,CB015ECO03,5,1,166,,False,79
2023,COM,CB015FTX04,1,1,131,,False,71
2023,COM,CB015FTX04,2,1,135,,False,72
2023,COM,CB015FTX04,3,1,168,,False,72
2023,COM,CB015FTX04,4,1,144,,False,72
2023,COM,CB015FTX04,5,1,144,,False,72
2023,COM,CB015FTX05,1,1,131,,False,70
2023,COM,CB015FTX05,2,1,150,,False,70
2023,COM,CB015FTX05,3,1,90,,False,71
2023,COM,CB015FTX05,4,1,144,,False,71
2023,COM,CB015FTX05,5,1,144,,False,71
2023,COM,CB015INF01,1,1,131,,False,74
2023,COM,CB015INF01,2,1,108,,False,74
2023,COM,CB015INF01,3,1,150,,False,75
2023,COM,CB015INF01,4,1,120,,False,75
2023,COM,CB015INF01,5,1,176,,False,75
2023,COM,CB018BUS01,1,1,113,,False,66
2023,COM,CB018BUS01,2,1,108,,False,67
2023,COM,CB018BUS01,3,1,150,,False,67
2023,COM,CB018BUS01,4,1,180,,False,67
2023,COM,CB018BUS01,5,1,174,,False,67
2023,COM,CB018BUS09,1,1,113,,False,67
2023,COM,CB018BUS09,2,1,108,,False,68
2023,COM,CB018BUS09,3,1,150,,False,68
2023,COM,CB018BUS09,4,1,198,,False,68
2023,COM,CB018BUS09,5,1,147,,False,68
2023,COM,CB019BUS01,1,1,185,,False,82
2023,COM,CB019BUS01,2,1,186,,False,82
2023,COM,CB019BUS01,3,1,162,,False,82
2023,COM,CB019BUS09,1,1,185,,False,83
2023,COM,CB019BUS09,2,1,186,,False,83
2023,COM,CB019BUS09,3,1,180,,False,83
2023,COM,CB020BUS01,1,1,113,,False,114
2023,COM,CB020BUS01,2,1,108,,False,114
2023,COM,CB020BUS01,3,1,150,,False,114
2023,COM,CB020BUS01,4,1,162,,False,114
2023,COM,CB020BUS09,1,1,113,,False,115
2023,COM,CB020BUS09,2,1,126,,False,115
2023,COM,CB020BUS09,3,1,132,,False,115
2023,COM,CB020BUS09,4,1,180,,False,115
2023,COM,CB023ACC03,1,1,146,,False,101
2023,COM,CB023ACC03,2,1,162,,False,101
2023,COM,CB023ACC03,3,1,144,,False,101
2023,COM,CB023ACC04,1,1,146,,False,100
2023,COM,CB023ACC04,2,1,162,,False,100
2023,COM,CB023ACC04,3,1,138,,False,101
2023,COM,CB023ACC08,1,1,146,,False,99
2023,COM,CB023ACC08,2,1,144,,False,100
2023,COM,CB023ACC08,3,1,138,,False,100
2023,COM,CB023BUS06,1,1,185,,False,110
2023,COM,CB023BUS06,2,1,168,,False,110
2023,COM,CB023BUS06,3,1,18,,False,111
2023,COM,CB023ECO02,1,1,167,,False,103
2023,COM,CB023ECO02,2,1,150,,True,103
2023,COM,CB023ECO02,3,1,144,,False,104
2023,COM,CB023ECO03,1,1,149,,False,106
2023,COM,CB023ECO03,2,1,162,,True,106
2023,COM,CB023ECO03,3,1,144,,False,107
2023,COM,CB023ECO04,1,1,167,,False,104
2023,COM,CB023ECO04,2,1,156,,True,105
2023,COM,CB023ECO04,3,1,180,,False,105
2023,COM,CB023INF01,1,1,149,,False,107
2023,COM,CB023INF01,2,1,144,,False,107
2023,COM,CB023INF01,3,1,156,,False,107
2023,COM,CB023INF06,1,1,149,,False,108
2023,COM,CB023INF06,2,1,162,,False,108
2023,COM,CB023INF06,3,1,144,,False,109
2023,COM,CB023INF11,1,1,167,,False,109
2023,COM,CB023INF11,2,1,162,,False,109
2023,COM,CB023INF11,3,1,150,,False,109
2023,COM,CB023PHI03,1,1,149,,False,102
2023,COM,CB023PHI03,2,1,174,,False,102
2023,COM,CB023PHI03,3,1,168,,False,103
2023,COM,CB024BUS07,1,1,167,,False,64
2023,COM,CB024BUS07,2,1,168,,False,64
2023,COM,CB024BUS07,3,1,180,,False,64
2023,COM,CB024BUS07,4,1,180,,False,65
2023,COM,CB024BUS08,1,1,167,,False,65
2023,COM,CB024BUS08,2,1,162,,False,65
2023,COM,CB024BUS08,3,1,180,,False,66
2023,COM,CB024BUS08,4,1,156,,False,66
2023,COM,CB024BUS22,1,1,185,,False,54
2023,COM,CB024BUS22,2,1,186,,False,54
2023,COM,CB024BUS22,3,1,198,,True,54
2023,COM,CB024BUS22,4,1,178,,False,55
2023,COM,CB024CSC05,1,1,185,,False,58
2023,COM,CB024CSC05,2,1,162,,False,58
2023,COM,CB024CSC05,3,1,180,,False,58
2023,COM,CB024CSC05,4,1,160,,False,58
2023,COM,CB024ECO01,1,1,167,,False,60
2023,COM,CB024ECO01,2,1,156,,True,61
2023,COM,CB024ECO01,3,1,162,,True,61
2023,COM,CB024ECO01,4,1,156,,False,62
2023,COM,CB024ECO03,1,1,167,,False,62
2023,COM,CB024ECO03,2,1,168,,False,62
2023,COM,CB024ECO03,3,1,162,,False,63
2023,COM,CB024ECO03,4,1,174,,False,63
2023,COM,CB024FTX04,1,1,164,,False,56
2023,COM,CB024FTX04,2,1,162,,False,56
2023,COM,CB024FTX04,3,1,180,,False,57
2023,COM,CB024FTX04,4,1,162,,False,57
2023,COM,CB024FTX05,1,1,182,,False,55
2023,COM,CB024FTX05,2,1,168,,False,55
2023,COM,CB024FTX05,3,1,180,,False,56
2023,COM,CB024FTX05,4,1,144,,False,56
2023,COM,CB024INF01,1,1,185,,False,59
2023,COM,CB024INF01,2,1,168,,False,59
2023,COM,CB024INF01,3,1,156,,False,60
2023,COM,CB024INF01,4,1,176,,False,60
2023,COM,CB025BUS01,1,1,185,,False,52
2023,COM,CB025BUS01,2,1,186,,False,52
2023,COM,CB025BUS01,3,1,180,,False,52
2023,COM,CB025BUS01,4,1,174,,False,52
2023,COM,CB025BUS09,1,1,185,,False,53
2023,COM,CB025BUS09,2,1,186,,False,53
2023,COM,CB025BUS09,3,1,198,,False,53
2023,COM,CB025BUS09,4,1,147,,False,53
2023,COM,CB026BUS01,1,1,185,,False,98
2023,COM,CB026BUS01,2,1,186,,False,98
2023,COM,CB026BUS01,3,1,162,,False,98
2023,COM,CB026BUS09,1,1,185,,False,98
2023,COM,CB026BUS09,2,1,186,,False,99
2023,COM,CB026BUS09,3,1,180,,False,99
2023,COM,CU017ACC01,1,1,144,,False,24
2023,COM,CU020BUS01,1,1,126,,True,22
2023,EBE,EB001CHE01,1,1,146,,False,33
2023,EBE,EB001CHE01,2,1,144,156,True,33
2023,EBE,EB001CHE01,3,1,142,150,True,33
2023,EBE,EB001CHE01,4,1,128,146,True,33
2023,EBE,EB002CIV01,1,1,144,,False,39
2023,EBE,EB002CIV01,2,1,144,,False,40
2023,EBE,EB002CIV01,3,1,152,,False,40
2023,EBE,EB002CIV01,4,1,144,,False,40
2023,EBE,EB005MEC01,1,1,144,,False,61
2023,EBE,EB005MEC01,2,1,144,,False,61
2023,EBE,EB005MEC01,3,1,144,,False,61
2023,EBE,EB005MEC01,4,1,144,,False,62
2023,EBE,EB009EEE01,1,1,148,,False,47
2023,EBE,EB009EEE01,2,1,144,,False,47
2023,EBE,EB010MEC05,1,1,144,,False,65
2023,EBE,EB010MEC05,2,1,144,,False,65
2023,EBE,EB010MEC05,3,1,144,,False,65
2023,EBE,EB010MEC05,4,1,144,,False,66
2023,EBE,EB012APG01,1,1,144,,False,20
2023,EBE,EB012APG01,2,1,144,,False,21
2023,EBE,EB012APG01,3,1,144,,False,21
2023,EBE,EB015CON04,1,1,154,,False,44
2023,EBE,EB015CON04,2,1,154,,False,45
2023,EBE,EB015CON04,3,1,156,,False,45
2023,EBE,EB017CON03,1,1,152,,False,46
2023,EBE,EB017CON03,2,1,154,,False,46
2023,EBE,EB017CON03,3,1,162,,False,46
2023,EBE,EB019APG09,1,1,124,,False,23
2023,EBE,EB019APG09,2,1,148,,False,23
2023,EBE,EB019APG09,3,1,144,,False,23
2023,EBE,EB019APG09,4,1,150,,False,24
2023,EBE,EB019APG11,1,1,126,,False,26
2023,EBE,EB019APG11,2,1,148,,False,26
2023,EBE,EB019APG11,3,1,154,,False,26
2023,EBE,EB019APG11,4,1,180,,False,27
2023,EBE,EB022EEE02,1,1,148,,False,52
2023,EBE,EB022EEE02,2,1,144,,False,52
2023,EBE,EB801CHE01,1,1,102,,False,36
2023,EBE,EB801CHE01,2,1,112,124,True,36
2023,EBE,EB801CHE01,3,1,112,124,True,36
2023,EBE,EB801CHE01,4,1,126,134,True,36
2023,EBE,EB801CHE01,5,1,128,,False,37
2023,EBE,EB802CIV01,1,1,104,,False,41
2023,EBE,EB802CIV01,2,1,104,,False,42
2023,EBE,EB802CIV01,3,1,124,,False,42
2023,EBE,EB802CIV01,4,1,126,,False,42
2023,EBE,EB802CIV01,5,1,126,,False,42
2023,EBE,EB805MEC01,1,1,102,,False,63
2023,EBE,EB805MEC01,2,1,98,,False,63
2023,EBE,EB805MEC01,3,1,118,,False,63
2023,EBE,EB805MEC01,4,1,132,,False,63
2023,EBE,EB805MEC01,5,1,126,,False,64
2023,EBE,EB809EEE01,1,1,96,,False,49
2023,EBE,EB809EEE01,2,1,116,,False,49
2023,EBE,EB809EEE01,3,1,112,,False,50
2023,EBE,EB810MEC05,1,1,102,,False,67
2023,EBE,EB810MEC05,2,1,98,,False,67
2023,EBE,EB810MEC05,3,1,118,,False,67
2023,EBE,EB810MEC05,4,1,132,,False,67
2023,EBE,EB810MEC05,5,1,126,,False,68
2023,EBE,EB819APG09,1,1,124,,False,24
2023,EBE,EB819APG09,2,1,110,,False,25
2023,EBE,EB819APG09,3,1,90,,False,25
2023,EBE,EB819APG09,4,1,136,,False,25
2023,EBE,EB819APG09,5,1,106,,False,25
2023,EBE,EB819APG11,1,1,126,,False,27
2023,EBE,EB819APG11,2,1,110,,False,28
2023,EBE,EB819APG11,3,1,150,,False,28
2023,EBE,EB819APG11,4,1,142,,False,28
2023,EBE,EB819APG11,5,1,80,,False,28
2024,COM,CB001ACC03,2,1,162,,False,61
2024,COM,CB001ACC03,3,1,144,,False,61
2024,COM,CB001ACC04,1,1,159,,False,61
2024,COM,CB001ACC04,2,1,144,,False,61
2024,COM,CB001ACC08,1,1,159,,False,60
2024,COM,CB001ACC08,2,1,126,,False,60
2024,COM,CB001ACC08,3,1,168,,False,60
2024,COM,CB001BUS06,1,1,168,,False,67
2024,COM,CB001BUS06,2,1,168,,False,67
2024,COM,CB001BUS06,3,1,120,,False,68
2024,COM,CB001ECO02,1,1,150,,False,65
2024,COM,CB001ECO02,2,1,150,,True,65
2024,COM,CB001ECO02,3,1,144,,True,65
2024,COM,CB001ECO03,1,1,132,,False,66
2024,COM,CB001ECO03,2,1,162,,True,67
2024,COM,CB001ECO03,3,1,162,,False,67
2024,COM,CB001ECO04,1,1,150,,False,66
2024,COM,CB001ECO04,2,1,156,,True,66
2024,COM,CB001ECO04,3,1,180,,False,66
2024,COM,CB001INF01,1,1,132,,False,62
2024,COM,CB001INF01,2,1,144,,False,62
2024,COM,CB001INF01,3,1,156,,False,62
2024,COM,CB001INF06,1,1,132,,False,63
2024,COM,CB001INF06,2,1,162,,False,63
2024,COM,CB001INF06,3,1,144,,False,63
2024,COM,CB001INF11,1,1,167,,False,63
2024,COM,CB001INF11,2,1,162,,False,64
2024,COM,CB001INF11,3,1,150,,False,64
2024,COM,CB001PHI03,1,1,132,,False,64
2024,COM,CB001PHI03,2,1,174,,False,64
2024,COM,CB001PHI03,3,1,168,,False,65
2024,COM,CB003BUS01,1,1,180,,False,27
2024,COM,CB003BUS01,2,1,186,,False,27
2024,COM,CB003BUS01,3,1,180,,False,27
2024,COM,CB003BUS01,4,1,174,,False,27
2024,COM,CB003BUS09,1,1,180,,False,28
2024,COM,CB003BUS09,2,1,186,,False,28
2024,COM,CB003BUS09,3,1,198,,False,28
2024,COM,CB003BUS09,4,1,147,,False,28
2024,COM,CB004BUS07,1,1,150,,False,36
2024,COM,CB004BUS07,2,1,168,,False,36
2024,COM,CB004BUS07,3,1,180,,False,36
2024,COM,CB004BUS07,4,1,180,,False,36
2024,COM,CB004BUS08,1,1,144,,False,37
2024,COM,CB004BUS08,2,1,132,,False,37
2024,COM,CB004BUS08,3,1,162,,False,37
2024,COM,CB004BUS08,4,1,156,,False,37
2024,COM,CB004BUS22,1,1,168,,False,28
2024,COM,CB004BUS22,2,1,186,,False,29
2024,COM,CB004BUS22,3,1,198,,True,29
2024,COM,CB004BUS22,4,1,178,,False,29
2024,COM,CB004CSC05,1,1,162,,False,31
2024,COM,CB004CSC05,2,1,162,,True,31
2024,COM,CB004CSC05,3,1,180,,False,32
2024,COM,CB004CSC05,4,1,160,,False,32
2024,COM,CB004ECO01,1,1,150,,False,33
2024,COM,CB004ECO01,2,1,150,,False,33
2024,COM,CB004ECO01,3,1,162,,False,34
2024,COM,CB004ECO01,4,1,156,,False,34
2024,COM,CB004ECO03,1,1,150,,False,34
2024,COM,CB004ECO03,2,1,168,,False,34
2024,COM,CB004ECO03,3,1,162,,False,35
