year,faculty,degree_scope,plan_code_hint,rule_ref,min_total_credits,min_level_credits,min_level,max_total_credits,min_total_courses,min_senior_courses,min_majors,course_unit,duration_years,cohort,is_stream_total,source_page,quote
2026,EBE,EB822EEE02,EB822EEE02,,576,,,,,,,,,registered before 2025,False,55,A candidate who registered before 2025 shall complete approved courses of a value not less than 576 credits
2026,EBE,EB011EEE05,EB011EEE05,,560,,,,,,,,,registered in 2025,False,58,A candidate who registers in 2025 shall complete approved courses of a value not less than 560 credits
2026,EBE,EB011EEE05,EB011EEE05,,576,,,,,,,,,registered before 2025,False,58,A candidate who registered before 2025 shall complete approved courses of a value not less than 576 credits
2026,EBE,EB811EEE05,EB811EEE05,,560,,,,,,,,,registered in 2025,False,60,A candidate who registers in 2025 shall complete approved courses of a value not less than 560 credits
2026,EBE,EB811EEE05,EB811EEE05,,576,,,,,,,,,registered before 2025,False,60,A candidate who registered before 2025 shall complete approved courses of a value not less than 576 credits
2026,EBE,EB005MEC01,EB005MEC01,,560,,,,,,,,,registered in 2026,False,62,A candidate who first registers in 2026 shall complete approved courses of a value not less than 560 credits
2026,EBE,EB805MEC01,EB805MEC01,,560,,,,,,,,,registered in 2026,False,64,A candidate who first registers in 2026 shall complete approved courses of a value not less than 560 credits
2026,EBE,EB010MEC05,EB010MEC05,,560,,,,,,,,,registered in 2026,False,67,A candidate who first registers in 2026 shall complete approved courses of a value not less than 560 credits
2026,EBE,EB810MEC05,EB810MEC05,,560,,,,,,,,,registered in 2026,False,69,A candidate who first registers in 2026 shall complete approved courses of a value not less than 560 credits
2026,LAW,LLB four-year undergraduate stream,LB002,FP1-FP3,,,,,,,,,4,,False,42,the curriculum for the four-year undergraduate stream of the Basic Legal Education programme will extend over four years
2026,LAW,LLB five-year undergraduate curriculum stream,LB003,FP1-FP3,,,,,,,,,5,,False,42,the curriculum for the five-year undergraduate curriculum stream will extend over five years
2026,LAW,LLB three-year graduate stream,LP001,FP1-FP3,,,,,,,,,3,,False,42,the curriculum for the three-year graduate stream of the Basic Legal Education programme will extend over three years
2026,LAW,LLB two-year graduate stream,LP001,FP1-FP3,,,,,,,,,2,,False,42,the curriculum for the two-year graduate stream of the Basic Legal Education programme will extend over two years
2026,LAW,LLB graduate LLB stream,LP001,,504,,,,,,,,,,True,43,Total credits for the graduate LLB stream ............................. 504
2026,LAW,LLB Final Level electives,,FP4.4,36,,,,,,,,,,False,43,must choose elective courses totalling a minimum of 36 NQF credits
2026,LAW,LLB Final Level electives,,FP4.6,,,,54,,,,,,,False,43,The maximum number of credits for elective courses in the Final Level is 54
2026,LAW,LLB undergraduate LLB stream,LB002,,637,,,,,,,,,,True,45,Total credits for the undergraduate LLB stream ................... 637
2026,FHS,BSc Audiology and BSc Speech Language-Pathology,,FBD1,,,,,,,,,4,,False,44,FBD1 Each curriculum extends over four years of full-time study
2026,FHS,Bachelor of Medicine and Bachelor of Surgery (MBChB),,FBA2,,,,,,,,,6,,False,50,FBA2 The curriculum for the degree extends over at least six years of on a full-time study basis
2026,FHS,Intercalated BSc (Medicine),,FBC3.1,360,120,,,,,,,,,False,56,"FBC3.1 The BSc (Medicine) shall have at least 360 credits, of which a minimum of 120 credits"
2026,FHS,BSc Occupational Therapy,,FBE1,,,,,,,,,4-5,,False,57,FBE1 The degree programme extends over either four or (for students passing through the Fundamentals of Health Sciences Programme) five years of full-time stud
2026,FHS,BSc Physiotherapy,,FBF1,,,,,,,,,4,,False,60,FBF1 The curriculum for the degree extends over four years of full-time study
2026,FHS,MBChB (Fundamentals of Health Sciences route),,FBA9.13,,,,,,,,,4-5,,False,64,FBA9.13 The degree programme extends over either four or (for students passing through the Fundamentals of Health Sciences Programme) five years of full-time stud
2026,FHS,BSc Physiotherapy,,FBB1,,,,,,,,,,,False,67,FBB1 The programme extends over three semesters (18 months) of full-time study
2026,SCI,Bachelor of Science (BSc),,FB2.1,,,,,,,,,3,,False,14,FB2.1 The curriculum for the Bachelor of Science degree shall extend over not less than three academic years
2026,SCI,BSc Extended Degree Programme (SB016),,FB2.2,,,,,,,,,4,,False,14,FB2.2 The curriculum which includes the Extended Degree Programme for Science (EDP) will usually extend over four academic years
2026,SCI,Bachelor of Science (BSc),,FB7.1,360,,,,,,,,,,False,19,FB7.1 The curriculum shall include the equivalent of at least 360 NQF credits of which at least 180 must be Science credits
2026,SCI,Bachelor of Science (BSc),,FB7.2,,120,7,,,,,,,,False,19,FB7.2 The curriculum shall include the equivalent of at least 120 credits at level 7
2026,SCI,Bachelor of Science (BSc) — Mathematics requirement,,FB7.3,,,,,,,,,,,False,19,"FB7.3 The curriculum shall include at least a Science Mathematics course of 18 NQF credits (level 5), plus a Science Statistics course of 18 NQF credits (level 5), or Science Mathematics courses totalling 36 NQF credits (level 5)"
2026,SCI,Bachelor of Science (BSc),,FB7.5,,,,,,,1,,,,False,19,FB7.5 The curriculum shall include at least one major
2026,HUM,BA/BSocSc (HB003/HB001),,FB3,,,,,,,2,,,,False,31,FB3 (a) The curriculum shall include at least two major subjects
2026,HUM,BA/BSocSc (HB003/HB001),,FB4,,,,,,10,,semester courses,,,False,33,FB4 Candidates shall complete at least ten senior semester subject courses
2026,HUM,BA/BSocSc — required Humanities courses,,FB5,,,,,12,,,semester courses,,,False,33,"FB5 Except by permission of the Senate, the curriculum shall include at least 12 semester subject courses (or equivalent) offered by departments established in the Faculty of Humanities"
2026,HUM,BA/BSocSc regular programme (HB003/HB001),,award minima (FB2-FB6 summary),,,,,20,10,2,semester courses,3,,False,36,• Minimum duration: 3 years. | • Minimum number of courses: 20 semester courses (or equivalent). | • Minimum number of senior courses: 10 semester courses (or equivalent). | • Minimum number of majors: 2.
2026,HUM,BA/BSocSc extended programme (HB061/HB062),,award minima (FB2-FB6 summary),,,,,20,10,2,semester courses,4,,False,38,(1) Minimum duration: 4 years | • 20 semester subject courses (or equivalent) | • 10 senior semester courses (or equivalent) | • 2 majors
2026,HUM,BACHELOR OF ARTS IN FINE ART REGULAR PROGRAMME OF STUDY [HB008],,,,,,,27,,,semester courses,,,False,53,The Curriculum requires a minimum of 27 semester subject courses or the equivalent.
2026,HUM,BACHELOR OF ARTS IN FINE ART REGULAR PROGRAMME OF STUDY [HB064],,,,,,,27,,,semester courses,,,False,56,The curriculum requires a minimum of 27 semester courses or the equivalent.
